site,year,block,plot,pd,pd_fac,rate,sample_date_standcounts,seedling_n,sample_date_groundcover,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sample_date_anthesis,sp1,sp2,sp3,rye_g,weed_g,LRR_weeds,RCI_weeds,rye_kg,weed_kg,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,
DE,2023,3,320,10/31/2022,2,150,12/8/22,85,4/4/23,VIORA,CERFO,LAMAM,16.39,10-May-23,VIORA,Chickweed spp,na,59.4,12.6,0.348306694,-0.416666667,2376,504,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,3,321,10/31/2022,2,50,12/8/22,36,4/4/23,VIORA,na,na,13.63,10-May-23,VIORA,na,na,44,8.4,0.476924072,-0.611111111,1760,336,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,4,401,10/12/2022,1,25,12/8/22,22,4/4/23,CERFO,Jagged_chickweed,VIORA,17.51,10-May-23,CERFO,VIORA,na,42.6,6.2,0.559615788,-0.75,1704,248,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,4,402,10/12/2022,1,105,12/8/22,68,4/4/23,VIORA,na,na,15.5,10-May-23,VIORA,na,na,65.2,3.4,0.622136145,-0.862903226,2608,136,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,4,403,10/12/2022,1,15,12/8/22,11,4/4/23,VIORA,OEOLA,,17.79,10-May-23,VIORA,na,na,44,21,0.142563065,-0.153225806,1760,840,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,4,404,10/12/2022,1,150,12/8/22,120,4/4/23,VIORA,OEOLA,,22.24,10-May-23,VIORA,na,na,98.4,7.2,0.536304709,-0.709677419,3936,288,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,4,405,10/12/2022,1,50,12/8/22,37,4/4/23,VIORA,na,na,18.77,10-May-23,VIORA,na,na,84,6.4,0.554996842,-0.741935484,3360,256,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,4,406,10/12/2022,1,0,12/8/22,0,4/4/23,VIORA,OEOLA,,12,10-May-23,VIORA,na,na,0,24.8,0,0,0,992,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,4,407,10/12/2022,1,80,12/8/22,40,4/4/23,VIORA,LAMAM,Jagged_chickweed,17.36,10-May-23,VIORA,na,na,71,6.8,0.545694449,-0.725806452,2840,272,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,4,408,11/17/2022,3,50,12/8/22,26,4/4/23,LAMAM,ERPVE,CERFO,10.14,10-May-23,VIORA,Chickweed spp,na,16,9.8,0.517383024,-0.677631579,640,392,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,4,409,11/17/2022,3,25,12/8/22,12,4/4/23,VIORA,OEOLA,,12.8,10-May-23,VIORA,OEOLA,,11.6,16.2,0.383291251,-0.467105263,464,648,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,4,410,11/17/2022,3,15,12/8/22,7,4/4/23,VIORA,OEOLA,,20.95,10-May-23,VIORA,Chickweed spp,OEOLA,7.4,35.4,-0.179693434,0.164473684,296,1416,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,4,411,11/17/2022,3,105,12/8/22,.,4/4/23,na,na,na,,10-May-23,na,na,na,na,na,na,na,na,na,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,4,412,11/17/2022,3,0,12/8/22,0,4/4/23,VIORA,OEOLA,,13.45,10-May-23,VIORA,Chickweed spp,OEOLA,0,30.4,0,0,0,1216,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,4,413,11/17/2022,3,150,12/8/22,69,4/4/23,VIORA,OEOLA,,26.48,10-May-23,VIORA,Chickweed spp,OEOLA,27.8,24.2,0.185605632,-0.203947368,1112,968,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,4,414,11/17/2022,3,80,12/8/22,38,4/4/23,VIORA,na,na,15.84,10-May-23,VIORA,na,na,24.8,21.8,0.249119038,-0.282894737,992,872,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,4,415,10/31/2022,2,15,12/8/22,8,4/4/23,VIORA,LAMAM,Jagged_chickweed,10.02,10-May-23,VIORA,Chickweed spp,na,53,3.2,0.643447512,-0.903030303,2120,128,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,4,416,10/31/2022,2,150,12/8/22,87,4/4/23,VIORA,na,na,31.94,10-May-23,VIORA,VICSA,na,52.8,11.2,0.507182632,-0.660606061,2112,448,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,4,417,10/31/2022,2,80,12/8/22,47,4/4/23,VIORA,APHAR,na,29.76,10-May-23,VIORA,na,na,60.2,11.2,0.507182632,-0.660606061,2408,448,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,4,418,10/31/2022,2,25,12/8/22,22,4/4/23,VIORA,OEOLA,,32.35,10-May-23,VIORA,Chickweed spp,na,42.8,22.6,0.27395188,-0.315151515,1712,904,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,4,419,10/31/2022,2,50,12/8/22,39,4/4/23,VIORA,OEOLA,,22.85,10-May-23,VIORA,na,na,66,13.6,0.46239903,-0.587878788,2640,544,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,4,420,10/31/2022,2,0,12/8/22,0,4/4/23,VIORA,CERFO,OEOLA,15.01,10-May-23,VIORA,Chickweed spp,OEOLA,0,33,0,0,0,1320,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,4,421,10/31/2022,2,105,12/8/22,75,4/4/23,VIORA,OEOLA,,20.16,10-May-23,VIORA,na,na,56.2,7.4,0.574227135,-0.775757576,2248,296,1159.67,1829.20,1.55,6.7,221,1.24,
MA,2022,1,101,sep21,1,15,,11,na,na,na,na,na,5/25/22,na,na,na,72.9,0,0.693147181,-1,2916,0,,,13.058,6.62,499,2.69,
MA,2022,1,102,sep21,1,0,,0,na,na,na,na,na,5/25/22,CAPBP,ERICA,STEME,0,28.8,0,0,0,1152,,,13.058,6.62,499,2.69,
MA,2022,1,103,sep21,1,60,,22,na,na,na,na,na,5/25/22,na,na,na,91.55,0,0.693147181,-1,3662,0,,,13.058,6.62,499,2.69,
MA,2022,1,104,sep21,1,90,,44,na,na,na,na,na,5/25/22,na,na,na,234.7,0,0.693147181,-1,9388,0,,,13.058,6.62,499,2.69,
MA,2022,1,105,sep21,1,120,,52,na,na,na,na,na,5/25/22,na,na,na,248,0,0.693147181,-1,9920,0,,,13.058,6.62,499,2.69,
MA,2022,1,106,sep21,1,30,,14,na,na,na,na,na,5/25/22,na,na,na,342.15,0,0.693147181,-1,13686,0,,,13.058,6.62,499,2.69,
MA,2022,1,111,nov1,3,30,11/26/21,23,na,na,na,na,na,5/25/22,na,na,na,24.5,0,0.693147181,-1,980,0,,,6.256,6.77,489,2.18,
MA,2022,1,112,nov1,3,0,11/26/21,0,na,na,na,na,na,5/25/22,CHEAL,STEME,CAPBP,0,14.8,0,0,0,592,,,6.256,6.77,489,2.18,
MA,2022,1,113,nov1,3,90,11/26/21,97,na,na,na,na,na,5/25/22,na,na,na,64.05,0,0.693147181,-1,2562,0,,,6.256,6.77,489,2.18,
MA,2022,1,114,nov1,3,120,11/26/21,109,na,na,na,na,na,5/25/22,na,na,na,129.05,0,0.693147181,-1,5162,0,,,6.256,6.77,489,2.18,
MA,2022,1,115,nov1,3,15,11/26/21,8,na,na,na,na,na,5/25/22,na,na,na,44.25,0,0.693147181,-1,1770,0,,,6.256,6.77,489,2.18,
MA,2022,1,116,nov1,3,60,11/26/21,38,na,na,na,na,na,5/25/22,na,na,na,79.95,0,0.693147181,-1,3198,0,,,6.256,6.77,489,2.18,
MA,2022,1,121,oct6,2,90,,92,na,na,na,na,na,5/25/22,na,na,na,60.7,0,0.693147181,-1,2428,0,,,7.9085,6.8,478,1.68,
MA,2022,1,122,oct6,2,120,,72,na,na,na,na,na,5/25/22,na,na,na,60,0,0.693147181,-1,2400,0,,,7.9085,6.8,478,1.68,
MA,2022,1,123,oct6,2,15,,9,na,na,na,na,na,5/25/22,na,na,na,81.45,0,0.693147181,-1,3258,0,,,7.9085,6.8,478,1.68,
MA,2022,1,124,oct6,2,0,,0,na,na,na,na,na,5/25/22,CHEAL,CAPBP,STEME,0,34.75,0,0,0,1390,,,7.9085,6.8,478,1.68,
MA,2022,1,125,oct6,2,30,,24,na,na,na,na,na,5/25/22,na,na,na,179.4,0,0.693147181,-1,7176,0,,,7.9085,6.8,478,1.68,
MA,2022,1,126,oct6,2,60,,40,na,na,na,na,na,5/25/22,na,na,na,182.8,0,0.693147181,-1,7312,0,,,7.9085,6.8,478,1.68,
MA,2022,2,201,oct6,2,15,,25,na,na,na,na,na,5/25/22,na,na,na,122,0,0.693147181,-1,4880,0,,,7.9085,6.8,478,1.68,
MA,2022,2,202,oct6,2,60,,35,na,na,na,na,na,5/25/22,na,na,na,117.05,0,0.693147181,-1,4682,0,,,7.9085,6.8,478,1.68,
MA,2022,2,203,oct6,2,120,,104,na,na,na,na,na,5/25/22,na,na,na,113.1,0,0.693147181,-1,4524,0,,,7.9085,6.8,478,1.68,
MA,2022,2,204,oct6,2,90,,85,na,na,na,na,na,5/25/22,na,na,na,213.75,0,0.693147181,-1,8550,0,,,7.9085,6.8,478,1.68,
MA,2022,2,205,oct6,2,30,,27,na,na,na,na,na,5/25/22,na,na,na,133.55,0,0.693147181,-1,5342,0,,,7.9085,6.8,478,1.68,
MA,2022,2,206,oct6,2,0,,0,na,na,na,na,na,5/25/22,CHEAL,CAPBP,STEME,0,11.75,0,0,0,470,,,7.9085,6.8,478,1.68,
MA,2022,2,211,sep21,1,60,,22,na,na,na,na,na,5/25/22,na,na,na,151.8,0,0.693147181,-1,6072,0,,,13.058,6.62,499,2.69,
MA,2022,2,212,sep21,1,30,,26,na,na,na,na,na,5/25/22,na,na,na,115.9,0,0.693147181,-1,4636,0,,,13.058,6.62,499,2.69,
MA,2022,2,213,sep21,1,90,,60,na,na,na,na,na,5/25/22,na,na,na,127,0,0.693147181,-1,5080,0,,,13.058,6.62,499,2.69,
MA,2022,2,214,sep21,1,120,,63,na,na,na,na,na,5/25/22,na,na,na,215,0,0.693147181,-1,8600,0,,,13.058,6.62,499,2.69,
MA,2022,2,215,sep21,1,15,,12,na,na,na,na,na,5/25/22,na,na,na,150.05,0,0.693147181,-1,6002,0,,,13.058,6.62,499,2.69,
MA,2022,2,216,sep21,1,0,,0,na,na,na,na,na,5/25/22,CAPBP,STEME,na,0,42.3,0,0,0,1692,,,13.058,6.62,499,2.69,
MA,2022,2,221,nov1,3,60,11/26/21,40,na,na,na,na,na,5/25/22,na,na,na,66.95,0,0.693147181,-1,2678,0,,,6.256,6.77,489,2.18,
MA,2022,2,222,nov1,3,90,11/26/21,104,na,na,na,na,na,5/25/22,na,na,na,100.5,0,0.693147181,-1,4020,0,,,6.256,6.77,489,2.18,
MA,2022,2,223,nov1,3,120,11/26/21,30,na,na,na,na,na,5/25/22,na,na,na,90.05,0,0.693147181,-1,3602,0,,,6.256,6.77,489,2.18,
MA,2022,2,224,nov1,3,0,11/26/21,0,na,na,na,na,na,5/25/22,CHEAL,STEME,LOLMU,0,21.4,0,0,0,856,,,6.256,6.77,489,2.18,
MA,2022,2,225,nov1,3,30,11/26/21,15,na,na,na,na,na,5/25/22,na,na,na,67.95,0,0.693147181,-1,2718,0,,,6.256,6.77,489,2.18,
MA,2022,2,226,nov1,3,15,11/26/21,6,na,na,na,na,na,5/25/22,na,na,na,46.45,0,0.693147181,-1,1858,0,,,6.256,6.77,489,2.18,
MA,2022,3,301,nov1,3,90,11/26/21,40,na,na,na,na,na,5/25/22,na,na,na,70.8,0,0.693147181,-1,2832,0,,,6.256,6.77,489,2.18,
MA,2022,3,302,nov1,3,0,11/26/21,0,na,na,na,na,na,5/25/22,CHEAL,STEME,LOLMU,0,13.7,0,0,0,548,,,6.256,6.77,489,2.18,
MA,2022,3,303,nov1,3,120,11/26/21,80,na,na,na,na,na,5/25/22,na,na,na,99.4,0,0.693147181,-1,3976,0,,,6.256,6.77,489,2.18,
MA,2022,3,304,nov1,3,60,11/26/21,36,na,na,na,na,na,5/25/22,na,na,na,82.9,0,0.693147181,-1,3316,0,,,6.256,6.77,489,2.18,
MA,2022,3,305,nov1,3,30,11/26/21,21,na,na,na,na,na,5/25/22,na,na,na,57.8,0,0.693147181,-1,2312,0,,,6.256,6.77,489,2.18,
MA,2022,3,306,nov1,3,15,11/26/21,6,na,na,na,na,na,5/25/22,na,na,na,56.3,0,0.693147181,-1,2252,0,,,6.256,6.77,489,2.18,
MA,2022,3,311,oct6,2,15,,15,na,na,na,na,na,5/25/22,na,na,na,120.75,0,0.693147181,-1,4830,0,,,7.9085,6.8,478,1.68,
MA,2022,3,312,oct6,2,60,,52,na,na,na,na,na,5/25/22,na,na,na,139.05,0,0.693147181,-1,5562,0,,,7.9085,6.8,478,1.68,
MA,2022,3,313,oct6,2,90,,76,na,na,na,na,na,5/25/22,na,na,na,163.85,0,0.693147181,-1,6554,0,,,7.9085,6.8,478,1.68,
MA,2022,3,314,oct6,2,120,,119,na,na,na,na,na,5/25/22,na,na,na,168.1,0,0.693147181,-1,6724,0,,,7.9085,6.8,478,1.68,
MA,2022,3,315,oct6,2,0,,0,na,na,na,na,na,5/25/22,CAPBP,CHEAL,STEME,0,26.9,0,0,0,1076,,,7.9085,6.8,478,1.68,
MA,2022,3,316,oct6,2,30,,20,na,na,na,na,na,5/25/22,na,na,na,135.4,0,0.693147181,-1,5416,0,,,7.9085,6.8,478,1.68,
MA,2022,3,321,sep21,1,0,,0,na,na,na,na,na,5/25/22,CAPBP,STEME,na,0,34.65,0,0,0,1386,,,13.058,6.62,499,2.69,
MA,2022,3,322,sep21,1,15,,7,na,na,na,na,na,5/25/22,na,na,na,115,0,0.693147181,-1,4600,0,,,13.058,6.62,499,2.69,
MA,2022,3,323,sep21,1,120,,57,na,na,na,na,na,5/25/22,na,na,na,142.9,0,0.693147181,-1,5716,0,,,13.058,6.62,499,2.69,
MA,2022,3,324,sep21,1,90,,44,na,na,na,na,na,5/25/22,na,na,na,189.55,0,0.693147181,-1,7582,0,,,13.058,6.62,499,2.69,
MA,2022,3,325,sep21,1,30,,9,na,na,na,na,na,5/25/22,na,na,na,13.05,0,0.693147181,-1,522,0,,,13.058,6.62,499,2.69,
MA,2022,3,326,sep21,1,60,,26,na,na,na,na,na,5/25/22,na,na,na,258,0,0.693147181,-1,10320,0,,,13.058,6.62,499,2.69,
MA,2023,1,101,9/21/2022,1,80,10/10/22,52,4/13/22,CAPBP,NA,NA,47.66,5/31/22,CAPBP,STEME,NA,142.3,11.2,0.455751607,-0.577358491,5692,448,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,1,102,9/21/2022,1,25,10/10/22,24,4/13/22,CAPBP,NA,NA,59.24,5/31/22,CAPBP,STEME,NA,153,6.2,0.56873847,-0.766037736,6120,248,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,1,103,9/21/2022,1,50,10/10/22,37,4/13/22,CAPBP,NA,NA,62.58,5/31/22,CAPBP,STEME,NA,184.1,5.3,0.587786665,-0.8,7364,212,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,1,104,9/21/2022,1,105,10/10/22,79,4/13/22,CAPBP,NA,NA,48.78,5/31/22,CAPBP,STEME,NA,162.2,3.4,0.626846101,-0.871698113,6488,136,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,1,105,9/21/2022,1,15,10/10/22,14,4/13/22,CAPBP,NA,NA,54.92,5/31/22,CAPBP,STEME,NA,154.6,10.8,0.465275488,-0.59245283,6184,432,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,1,106,9/21/2022,1,0,10/10/22,0,4/13/22,CAPBP,NA,NA,5.16,5/31/22,CAPBP,STEME,NA,0,26.5,0,0,0,1060,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,1,111,10/28/2022,3,80,11/17/22,49,4/13/22,NA,NA,NA,19.15,5/31/22,CHEAL,STEME,NA,60.9,0,0.693147181,-1,2436,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,1,112,10/28/2022,3,0,11/17/22,0,4/13/22,NA,NA,NA,0.11,5/31/22,CHEAL,STEME,NA,0,10.1,0,0,0,404,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,1,113,10/28/2022,3,25,11/17/22,14,4/13/22,NA,NA,NA,11.7,5/31/22,CHEAL,STEME,NA,48.5,0.6,0.662994142,-0.940594059,1940,24,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,1,114,10/28/2022,3,15,11/17/22,6,4/13/22,NA,NA,NA,5.05,5/31/22,CHEAL,STEME,NA,28.8,0.4,0.673146514,-0.96039604,1152,16,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,1,115,10/28/2022,3,50,11/17/22,26,4/13/22,NA,NA,NA,12,5/31/22,CHEAL,STEME,NA,42.9,0.5,0.668083212,-0.95049505,1716,20,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,1,116,10/28/2022,3,105,11/17/22,47,4/13/22,NA,NA,NA,15.03,5/31/22,CHEAL,STEME,NA,54.2,0,0.693147181,-1,2168,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,1,121,10/6/2022,2,25,10/27/22,18,4/13/22,CAPBP,NA,NA,26.4,5/31/22,CAPBP,STEME,pineapple weed,83.3,4.9,0.460423992,-0.584745763,3332,196,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,1,122,10/6/2022,2,80,10/27/22,44,4/13/22,CAPBP,NA,NA,45.39,5/31/22,CAPBP,STEME,pineapple weed,121.3,0.6,0.667394684,-0.949152542,4852,24,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,1,123,10/6/2022,2,50,10/27/22,30,4/13/22,CAPBP,NA,NA,46.58,5/31/22,CAPBP,STEME,pineapple weed,134.2,3,0.557191544,-0.745762712,5368,120,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,1,124,10/6/2022,2,15,10/27/22,7,4/13/22,CAPBP,NA,NA,29.35,5/31/22,CAPBP,STEME,pineapple weed,92.3,0,0.693147181,-1,3692,0,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,1,125,10/6/2022,2,0,10/27/22,0,4/13/22,CAPBP,NA,NA,2.75,5/31/22,CAPBP,STEME,pineapple weed,0,11.8,0,0,0,472,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,1,126,10/6/2022,2,105,10/27/22,49,4/13/22,CAPBP,NA,NA,67.53,5/31/22,CAPBP,STEME,pineapple weed,253.1,0,0.693147181,-1,10124,0,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,2,201,10/6/2022,2,105,10/27/22,36,4/13/22,CAPBP,NA,NA,50.21,6/1/22,CAPBP,STEME,NA,149,1.9,0.641575373,-0.899470899,5960,76,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,2,202,10/6/2022,2,80,10/27/22,34,4/13/22,CAPBP,NA,NA,54.18,6/1/22,CAPBP,STEME,NA,146.8,1.6,0.649897197,-0.915343915,5872,64,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,2,203,10/6/2022,2,25,10/27/22,9,4/13/22,CAPBP,NA,NA,20.53,6/1/22,CAPBP,STEME,NA,50.2,2.4,0.627549898,-0.873015873,2008,96,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,2,204,10/6/2022,2,50,10/27/22,25,4/13/22,CAPBP,NA,NA,31.67,6/1/22,CAPBP,STEME,NA,88.7,1.1,0.663614833,-0.941798942,3548,44,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,2,205,10/6/2022,2,0,10/27/22,0,4/13/22,CAPBP,NA,NA,3.22,6/1/22,CAPBP,STEME,NA,0,18.9,0,0,0,756,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,2,206,10/6/2022,2,15,10/27/22,7,4/13/22,CAPBP,NA,NA,28.35,6/1/22,CAPBP,STEME,NA,76.7,4.8,0.557345639,-0.746031746,3068,192,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,2,211,9/21/2022,1,15,10/10/22,20,4/13/22,CAPBP,NA,NA,69.71,6/1/22,CAPBP,STEME,NA,184.1,0,0.693147181,-1,7364,0,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,2,212,9/21/2022,1,50,10/10/22,47,4/13/22,CAPBP,NA,NA,29.54,6/1/22,CAPBP,STEME,NA,101.8,3.4,0.595648816,-0.81420765,4072,136,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,2,213,9/21/2022,1,0,10/10/22,0,4/13/22,CAPBP,NA,NA,4.55,6/1/22,CAPBP,STEME,NA,0,18.3,0,0,0,732,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,2,214,9/21/2022,1,105,10/10/22,77,4/13/22,CAPBP,NA,NA,54.82,6/1/22,CAPBP,STEME,NA,169.9,3.3,0.598656337,-0.819672131,6796,132,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,2,215,9/21/2022,1,80,10/10/22,42,4/13/22,CAPBP,NA,NA,63.47,6/1/22,CAPBP,STEME,NA,138.2,6.6,0.494296322,-0.639344262,5528,264,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,2,216,9/21/2022,1,25,10/10/22,17,4/13/22,CAPBP,NA,NA,80.27,6/1/22,CAPBP,STEME,NA,236.1,6.6,0.494296322,-0.639344262,9444,264,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,2,221,10/28/2022,3,0,11/17/22,0,4/13/22,NA,NA,NA,4.81,6/1/22,CHEAL,STEME,NA,0,7.7,0,0,0,308,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,2,222,10/28/2022,3,15,11/17/22,7,4/13/22,NA,NA,NA,11.02,6/1/22,CHEAL,STEME,NA,68.3,0,0.693147181,-1,2732,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,2,223,10/28/2022,3,25,11/17/22,20,4/13/22,NA,NA,NA,15.72,6/1/22,CHEAL,STEME,NA,58.5,0,0.693147181,-1,2340,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,2,224,10/28/2022,3,80,11/17/22,39,4/13/22,NA,NA,NA,11.79,6/1/22,CHEAL,STEME,NA,42.2,0,0.693147181,-1,1688,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,2,225,10/28/2022,3,105,11/17/22,48,4/13/22,NA,NA,NA,12.86,6/1/22,CHEAL,STEME,NA,47.7,0,0.693147181,-1,1908,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,2,226,10/28/2022,3,50,11/17/22,30,4/13/22,NA,NA,NA,11.3,6/1/22,CHEAL,STEME,NA,44.2,0,0.693147181,-1,1768,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,3,301,10/28/2022,3,105,11/17/22,54,4/13/22,NA,NA,NA,15.69,6/1/22,CHEAL,STEME,NA,53.8,0,0.693147181,-1,2152,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,3,302,10/28/2022,3,25,11/17/22,33,4/13/22,NA,NA,NA,11.17,6/1/22,CHEAL,STEME,NA,53.9,0,0.693147181,-1,2156,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,3,303,10/28/2022,3,80,11/17/22,46,4/13/22,NA,NA,NA,14.13,6/1/22,CHEAL,STEME,NA,48.9,0,0.693147181,-1,1956,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,3,304,10/28/2022,3,50,11/17/22,22,4/13/22,NA,NA,NA,5.68,6/1/22,CHEAL,STEME,NA,34.1,0,0.693147181,-1,1364,0,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,3,305,10/28/2022,3,15,11/17/22,5,4/13/22,NA,NA,NA,1.76,6/1/22,CHEAL,STEME,NA,30,0.7,0.642594901,-0.901408451,1200,28,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,3,306,10/28/2022,3,0,11/17/22,0,4/13/22,NA,NA,NA,0,6/1/22,CHEAL,STEME,NA,0,7.1,0,0,0,284,603.18,1388.07,2.75,6.86,561,2.25,
MA,2023,3,311,10/6/2022,2,0,10/27/22,0,4/13/22,NA,NA,NA,5.34,6/1/22,STEME,CAPBP,NA,0,13.6,0,0,0,544,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,3,312,10/6/2022,2,15,10/27/22,18,4/13/22,NA,NA,NA,31.06,6/1/22,STEME,CAPBP,NA,60.7,2.3,0.604798011,-0.830882353,2428,92,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,3,313,10/6/2022,2,50,10/27/22,39,4/13/22,NA,NA,NA,55.51,6/1/22,STEME,CAPBP,NA,135,0,0.693147181,-1,5400,0,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,3,314,10/6/2022,2,25,10/27/22,38,4/13/22,NA,NA,NA,33.26,6/1/22,STEME,CAPBP,NA,91,2.7,0.588603325,-0.801470588,3640,108,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,3,315,10/6/2022,2,80,10/27/22,30,4/13/22,NA,NA,NA,64.52,6/1/22,STEME,CAPBP,NA,184,1.2,0.648026745,-0.911764706,7360,48,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,3,316,10/6/2022,2,105,10/27/22,51,4/13/22,NA,NA,NA,78.4,6/1/22,STEME,CAPBP,NA,309.7,0,0.693147181,-1,12388,0,913.89,1698.78,3.05,7.01,547,2.24,
MA,2023,3,321,9/21/2022,1,0,10/10/22,0,4/13/22,CAPBP,NA,NA,9.04,6/1/22,CAPBP,STEME,NA,0,19.1,0,0,0,764,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,3,322,9/21/2022,1,80,10/10/22,53,4/13/22,CAPBP,NA,NA,63.74,6/1/22,CAPBP,STEME,NA,217.9,2.8,0.617023485,-0.853403141,8716,112,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,3,323,9/21/2022,1,25,10/10/22,27,4/13/22,CAPBP,NA,NA,69.8,6/1/22,CAPBP,STEME,NA,227.3,3.6,0.594165347,-0.811518325,9092,144,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,3,324,9/21/2022,1,15,10/10/22,12,4/13/22,CAPBP,NA,NA,49.08,6/1/22,CAPBP,STEME,NA,117.4,11.9,0.319880604,-0.376963351,4696,476,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,3,325,9/21/2022,1,50,10/10/22,41,4/13/22,CAPBP,NA,NA,54.53,6/1/22,CAPBP,STEME,NA,159,4,0.582537309,-0.790575916,6360,160,1150.70,1935.59,3.55,6.83,526,2.39,
MA,2023,3,326,9/21/2022,1,105,10/10/22,63,4/13/22,CAPBP,NA,NA,56.8,6/1/22,CAPBP,STEME,NA,181.3,2.7,0.619844361,-0.858638743,7252,108,1150.70,1935.59,3.55,6.83,526,2.39,
NY,2022,1,4.2,sep30 ,1,0,10/21/21,0,5/9/22,CIRAR,grass,na,4.99,5/31/22,grass 1,CIRAR,TAROF,0,37.8,0,0,0,1512,,,48.324,5.16,39,3.87,
NY,2022,1,3.3,oct21,2,0,11/16/21,0,5/9/22,grass 1 ,TAROF,na,1.9,5/31/22,grass 1,TAROF,DAUCA,0,16.8,0,0,0,672,,,28.6895,5.38,37,4.51,
NY,2022,1,6.1,nov4,3,0,12/3/21,2,5/9/22,TAROF,grass,aster,3.27,5/31/22,grass ,aster,TAROF,0,19.3,0,0,0,772,,,31.193,5.26,48,4.62,
NY,2022,2,6.6,sep30 ,1,0,10/21/21,0,5/9/22,grass 1 ,TAROF,chamomile?,8.44,5/31/22,grass 1,grass 2,CIRAR,0,35.9,0,0,0,1436,,,48.324,5.16,39,3.87,
